5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000000000000000e-01,8.993772127742473421e-02
5.000000000000000000e-01,8.993772127742473421e-02
5.000000000000000000e-01,8.993772127742473421e-02
5.000000000000000000e-01,8.993772127742473421e-02
5.000000000000000000e-01,8.993772127742473421e-02
5.000000000000000000e-01,9.688620011194468140e-02
5.000000000000000000e-01,9.688620011194468140e-02
5.000000000000000000e-01,9.688620011194468140e-02
5.000000000000000000e-01,9.688620011194468140e-02
5.000000000000000000e-01,9.688620011194468140e-02
5.000000000000000000e-01,1.452470380820595208e-01
5.000000000000000000e-01,1.452470380820595208e-01
5.000000000000000000e-01,1.452470380820595208e-01
5.000000000000000000e-01,1.452470380820595208e-01
5.000000000000000000e-01,1.452470380820595208e-01
5.000000000000000000e-01,1.452470514938068447e-01
5.000000000000000000e-01,1.452470514938068447e-01
5.000000000000000000e-01,1.452470514938068447e-01
5.000000000000000000e-01,1.452470514938068447e-01
5.000000000000000000e-01,1.452470514938068447e-01
5.000000008259478657e-01,6.359556977033009595e-02
5.000000008259478657e-01,6.359556977033009595e-02
5.000000008259478657e-01,6.359556977033009595e-02
5.000000008259478657e-01,6.359556977033009595e-02
5.000000008259478657e-01,6.359556977033009595e-02
5.000000000000000000e-01,8.993768163125789861e-02
5.000000000000000000e-01,8.993768163125789861e-02
5.000000000000000000e-01,8.993768163125789861e-02
5.000000000000000000e-01,8.993768163125789861e-02
5.000000000000000000e-01,8.993768163125789861e-02
5.000000000000000000e-01,8.993769656442943128e-02
5.000000000000000000e-01,8.993769656442943128e-02
5.000000000000000000e-01,8.993769656442943128e-02
5.000000000000000000e-01,8.993769656442943128e-02
5.000000000000000000e-01,8.993769656442943128e-02
2.000000000000000111e-01,4.242640484290383096e-01
2.000000000000000111e-01,4.242640484290383096e-01
2.000000000000000111e-01,4.242640484290383096e-01
2.000000000000000111e-01,4.242640484290383096e-01
2.000000000000000111e-01,4.242640484290383096e-01
5.000000000000000000e-01,2.121320252394675032e-01
5.000000000000000000e-01,2.121320252394675032e-01
5.000000000000000000e-01,2.121320252394675032e-01
5.000000000000000000e-01,2.121320252394675032e-01
5.000000000000000000e-01,2.121320252394675032e-01
5.000000030024589481e-01,3.778059940445324671e-02
5.000000030024589481e-01,3.778059940445324671e-02
5.000000030024589481e-01,3.778059940445324671e-02
5.000000030024589481e-01,3.778059940445324671e-02
5.000000030024589481e-01,3.778059940445324671e-02
4.999998937442556857e-01,9.486834002531470411e-02
4.999998937442556857e-01,9.486834002531470411e-02
4.999998937442556857e-01,9.486834002531470411e-02
4.999998937442556857e-01,9.486834002531470411e-02
4.999998937442556857e-01,9.486834002531470411e-02
4.999999685227900503e-01,9.486833644205258653e-02
4.999999685227900503e-01,9.486833644205258653e-02
4.999999685227900503e-01,9.486833644205258653e-02
4.999999685227900503e-01,9.486833644205258653e-02
4.999999685227900503e-01,9.486833644205258653e-02
5.000000000000000000e-01,9.486833926011924156e-02
5.000000000000000000e-01,9.486833926011924156e-02
5.000000000000000000e-01,9.486833926011924156e-02
5.000000000000000000e-01,9.486833926011924156e-02
5.000000000000000000e-01,9.486833926011924156e-02
4.999999940078495020e-01,2.121320329778158542e-01
4.999999940078495020e-01,2.121320329778158542e-01
4.999999940078495020e-01,2.121320329778158542e-01
4.999999940078495020e-01,2.121320329778158542e-01
4.999999940078495020e-01,2.121320329778158542e-01
5.000000001379316661e-01,3.778060307206794477e-02
5.000000001379316661e-01,3.778060307206794477e-02
5.000000001379316661e-01,3.778060307206794477e-02
5.000000001379316661e-01,3.778060307206794477e-02
5.000000001379316661e-01,3.778060307206794477e-02
4.999999418494240899e-01,1.282628265258771438e-01
4.999999418494240899e-01,1.282628265258771438e-01
4.999999418494240899e-01,1.282628265258771438e-01
4.999999418494240899e-01,1.282628265258771438e-01
4.999999418494240899e-01,1.282628265258771438e-01
5.000000000000000000e-01,1.743714381848003869e-01
5.000000000000000000e-01,1.743714381848003869e-01
5.000000000000000000e-01,1.743714381848003869e-01
5.000000000000000000e-01,1.743714381848003869e-01
5.000000000000000000e-01,1.743714381848003869e-01
2.000000000000000111e-01,4.242640506308017478e-01
2.000000000000000111e-01,4.242640506308017478e-01
2.000000000000000111e-01,4.242640506308017478e-01
2.000000000000000111e-01,4.242640506308017478e-01
