5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000013849559277e-01,8.993771883170247061e-02
5.000000000000000000e-01,8.993772127742481748e-02
5.000000000000000000e-01,8.993772127742481748e-02
5.000000000000000000e-01,8.993772127742481748e-02
5.000000000000000000e-01,8.993772127742481748e-02
5.000000000000000000e-01,8.993772127742481748e-02
5.000000000000000000e-01,1.189179089571743980e-01
5.000000000000000000e-01,1.189179089571743980e-01
5.000000000000000000e-01,1.189179089571743980e-01
5.000000000000000000e-01,1.189179089571743980e-01
5.000000000000000000e-01,1.189179089571743980e-01
5.000000000000000000e-01,2.054103114964306864e-01
5.000000000000000000e-01,2.054103114964306864e-01
5.000000000000000000e-01,2.054103114964306864e-01
5.000000000000000000e-01,2.054103114964306864e-01
5.000000000000000000e-01,2.054103114964306864e-01
5.000000000000000000e-01,2.054103406075789284e-01
5.000000000000000000e-01,2.054103406075789284e-01
5.000000000000000000e-01,2.054103406075789284e-01
5.000000000000000000e-01,2.054103406075789284e-01
5.000000000000000000e-01,2.054103406075789284e-01
5.000000008259478657e-01,8.993771363516434025e-02
5.000000008259478657e-01,8.993771363516434025e-02
5.000000008259478657e-01,8.993771363516434025e-02
5.000000008259478657e-01,8.993771363516434025e-02
5.000000008259478657e-01,8.993771363516434025e-02
5.000000000000000000e-01,8.993768163125806514e-02
5.000000000000000000e-01,8.993768163125806514e-02
5.000000000000000000e-01,8.993768163125806514e-02
5.000000000000000000e-01,8.993768163125806514e-02
5.000000000000000000e-01,8.993768163125806514e-02
5.000000000000000000e-01,8.993769656442955618e-02
5.000000000000000000e-01,8.993769656442955618e-02
5.000000000000000000e-01,8.993769656442955618e-02
5.000000000000000000e-01,8.993769656442955618e-02
5.000000000000000000e-01,8.993769656442955618e-02
2.000000000000000111e-01,5.999999578135779554e-01
2.000000000000000111e-01,5.999999578135779554e-01
2.000000000000000111e-01,5.999999578135779554e-01
2.000000000000000111e-01,5.999999578135779554e-01
2.000000000000000111e-01,5.999999578135779554e-01
5.000000000000000000e-01,2.999999733862802054e-01
5.000000000000000000e-01,2.999999733862802054e-01
5.000000000000000000e-01,2.999999733862802054e-01
5.000000000000000000e-01,2.999999733862802054e-01
5.000000000000000000e-01,2.999999733862802054e-01
5.000000030024589481e-01,5.000003727185588914e-02
5.000000030024589481e-01,5.000003727185588914e-02
5.000000030024589481e-01,5.000003727185588914e-02
5.000000030024589481e-01,5.000003727185588914e-02
5.000000030024589481e-01,5.000003727185588914e-02
4.999998937442556857e-01,1.000000165041211725e-01
4.999998937442556857e-01,1.000000165041211725e-01
4.999998937442556857e-01,1.000000165041211725e-01
4.999998937442556857e-01,1.000000165041211725e-01
4.999998937442556857e-01,1.000000165041211725e-01
4.999999685227900503e-01,1.000000102880739677e-01
4.999999685227900503e-01,1.000000102880739677e-01
4.999999685227900503e-01,1.000000102880739677e-01
4.999999685227900503e-01,1.000000102880739677e-01
4.999999685227900503e-01,1.000000102880739677e-01
5.000000000000000000e-01,1.000000128820740380e-01
5.000000000000000000e-01,1.000000128820740380e-01
5.000000000000000000e-01,1.000000128820740380e-01
5.000000000000000000e-01,1.000000128820740380e-01
5.000000000000000000e-01,1.000000128820740380e-01
4.999999940078495020e-01,2.999999978991896299e-01
4.999999940078495020e-01,2.999999978991896299e-01
4.999999940078495020e-01,2.999999978991896299e-01
4.999999940078495020e-01,2.999999978991896299e-01
4.999999940078495020e-01,2.999999978991896299e-01
5.000000001379316661e-01,5.000004304505160924e-02
5.000000001379316661e-01,5.000004304505160924e-02
5.000000001379316661e-01,5.000004304505160924e-02
5.000000001379316661e-01,5.000004304505160924e-02
5.000000001379316661e-01,5.000004304505160924e-02
4.999999418494240899e-01,1.418844250600782841e-01
4.999999418494240899e-01,1.418844250600782841e-01
4.999999418494240899e-01,1.418844250600782841e-01
4.999999418494240899e-01,1.418844250600782841e-01
4.999999418494240899e-01,1.418844250600782841e-01
5.000000000000000000e-01,2.142856807534178620e-01
5.000000000000000000e-01,2.142856807534178620e-01
5.000000000000000000e-01,2.142856807534178620e-01
5.000000000000000000e-01,2.142856807534178620e-01
5.000000000000000000e-01,2.142856807534178620e-01
2.000000000000000111e-01,5.999999604714637558e-01
2.000000000000000111e-01,5.999999604714637558e-01
2.000000000000000111e-01,5.999999604714637558e-01
2.000000000000000111e-01,5.999999604714637558e-01
